User,Tweet
watchmymove,@taadelodun Ahmadu Bello university has a distance learning program. You can do three semesters in a year. Exams are done at different exam centers on weekdays and weekends..you get to choose
Helencyec,"RT @COL4D: The lack of good learning resources is a factor to quality challenges, #teachertraining &amp; #professionaldevelopment. @COL4D's com…"
ChicanosUEdCtte,"RT @OHneweducators: Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take…"
StartingOutStr1,RT @RootsEmpowers: Join us for a virtual event in our Stay Ready For School series! Experience Tanya Burrell’s tips &amp; tricks focusing on ho…
colneks,RT @oou_agoiwoye: OOU Begins open and Distance Learning https://t.co/xOnniDZHWb
NEAIndependence,"RT @NEAToday: Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…"
David_Aus,"RT @LisaLeeHerrick: The 2022 Edward R. Murrow Award are tonight in NYC, and I couldn’t be happier to see our @NPR station’s very own report…"
danielspazzeri,"@matkinsj LOL, seems like it.

They're the only Uni other than University of London offering a distance-learning BSc in Computing on Coursera atm XD

Top marks for optimism though: https://t.co/oDqgPg4zeB"
JimmyBobRay,"@WalkerBragman Are you fucking serious. Labor unions set the administrations covid policy! They demanded school closure &amp;distance learning, and they got it! Despite being universally accepted as an enormous mistake. 
Wake up mate, covid is over."
LINPOSH,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
OHneweducators,"Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a look at these resources for your classroom and beyond ⤵️

https://t.co/9UWlbMbnlT

#indigenous #indigenouspeople #ohio #shawnee #Delaware #wyandot #miami https://t.co/LjOLQOyaBp"
besiana_kadare,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
ZobiePlays,"• The Native American Rights Fund: https://t.co/9Gl0VvQo93
• Indigenous land identification: https://t.co/AixWfSgy0Q
• Indigenous youth voices: https://t.co/D9i40uOloa"
WifeBurger,"i've been kinda silent as of late because i am trying to distance myself from here, for real this time. still going to browse and like shit but for now i am more focused on just studying and learning to relax when i draw instead of making something that looks ""good."""
AnnaMVolpe,"RT @ChristophidouEU: 🆕#Eurydice brief
#Teaching &amp; #learning in #schools during #Covid19
Key highlights:
🔎Sudden shift to distance learning…"
institute_trust,"RT @LisaLeeHerrick: The 2022 Edward R. Murrow Award are tonight in NYC, and I couldn’t be happier to see our @NPR station’s very own report…"
maggiemamusia,"RT @nexta_tv: By Friday, all schools in #Ukraine will switch to distance learning. https://t.co/OxFnosR9W2"
OlatheNEA,"RT @NEAToday: Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…"
FLo_cubano,@iowahawkblog They will have to start wearing masks and distance learning
eaton_sandy,"RT @NEAToday: Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…"
nomoreslaves,RT @UNESCO: The concept is an ode to lifelong learning where city inhabitants have access to cultural spaces within a 15-minute distance fr…
khawlis,"RT @damccaig: How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  #abl…"
angela_philpot,"RT @NEAToday: Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…"
dawnslight2,"RT @nexta_tv: By Friday, all schools in #Ukraine will switch to distance learning. https://t.co/OxFnosR9W2"
Callum_Mac55,"RT @NEAToday: Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…"
WLEA_RDP,"RT @NEAToday: Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…"
greatsweetleaf,"RT @NEAToday: Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…"
Kristy4PA,"RT @NEAToday: Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…"
DenisDaly,"@onefromtexas @JaapTitulaer @Climatehope2 @Devonian1342 @Mark_A_Lunn @Yes_AGW_Happens @ChrisBBacon3 @Willard1951 @wjack76995 @JimBowersclimb @glinch72 @Rocky35418823 @NobaconEgbert @balls95652097 @Veritatem2021 @JustThi30117912 @fischerfischy @Anvndarnamn5 @SniemN @BointonGiles @AristotleMrs @ammocrypta @priscian @Hji45519156 @Jaisans @SeekerTheGreat1 @Michael_D_Crow @ubique60 @CDMarshall7 @Data79504085 @ncdave4life @heinsenberger @Ceist8 @EthonRaptor @RMcgillss @paligap17 @S_D_Mannix @TheDisproof @MaggieL @Willy1000 @AuroriaTwittori @3GHtweets @RushhourP @MartinJBern @gstrandberg1 @ItsTheAtmospher @Jakegsm @EricWil06256732 @DTGvmd @wille99 na....  u must have a severe learning/understanding difficulty. QED is the most accurate theory developed by man. It is in fact accurate to just 1 hairs breath, in the distance between New York &amp; London. 
Ok, u seem to have skipped all science in school."
LisaLeeHerrick,"The 2022 Edward R. Murrow Award are tonight in NYC, and I couldn’t be happier to see our @NPR station’s very own reporter @SoreathH who won 🏆  in Investigative Reporting-Small Markets for her @KVPR exposé on distance-learning discrepancies at Madera USD. Bravo!!!

@RTDNA https://t.co/YfAOyYqNdB"
CDB113,"@GOPLeader Yes outlaw homeschooling then if distance learning hurt kids that much..
You can't sat that it was terrible only for the kids that home schooled during covid but ok for others..
Your argument makes no sense or is dishonest"
JohnSte17288304,@olorikennymiles @abujastreets Go to Global Distance Learning Institute... Opposite Ministry of Finance Headquarters...Central Area....
alipage80,"RT @damccaig: How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  #abl…"
HoldenCal36,@charlescwcooke Distance learning?
SOTCollege,"In recognition of #WorldMentalHealthDay we think you should know about our Distance Learning courses focussing on mental health, including:

👉Awareness of Mental Health Problems
👉Mental Health First Aid
👉Working with People with Mental Health Needs

📲 https://t.co/BzGO2dnbWt"
BQuest_SHIPsCo_,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
shillabr,"RT @damccaig: How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  #abl…"
Neibergs,"RT @nexta_tv: By Friday, all schools in #Ukraine will switch to distance learning. https://t.co/OxFnosR9W2"
JDCUU,"RT @NEAToday: Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…"
FeralChristineB,"RT @damccaig: How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  #abl…"
dustyferg,"RT @damccaig: How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  #abl…"
ArizonaEA,"RT @NEAToday: Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…"
manchan_free,"RT @nexta_tv: By Friday, all schools in #Ukraine will switch to distance learning. https://t.co/OxFnosR9W2"
sociallecturnal,"It’s dissertation marking time for our Distance Learning Social Work students; as ever I’m so impressed by the general quality of these pieces of work. These students had two years of disruption to their teaching &amp; learning, but even so have produced some fab studies. ❤️"
teachtheteecher,"RT @damccaig: How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  #abl…"
youseepeeYYC,"RT @damccaig: How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  #abl…"
Ola__TUNDE,RT @oou_agoiwoye: OOU Begins open and Distance Learning https://t.co/xOnniDZHWb
tea_cakes666,"🔴 noticed a new face around, with no metal no less. With intrigue, 🔴 began to observe him from a distance before coming up to him to make conversation. 🔴 showed surprise when the other greeted him cheerfully. They introduced themselves to each other, 🔴 learning 💜 was"
dianneathome,"RT @damccaig: How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  #abl…"
oou_sug,RT @oou_agoiwoye: OOU Begins open and Distance Learning https://t.co/xOnniDZHWb
topsthemonkey,"RT @topsthemonkey: #21stCLI, @PBSKIDS, #PBS, #PBSKIDSREAD, #pbslearningmedia, @WHRO, @sharemylesson, @RWTnow
@teacher2teacher, #distancelea…"
topsthemonkey,"RT @topsthemonkey: Prince William County Public Schools, Maryland Matters, Loudoun parents
Distance learning, Hybrid option, #kahoot, Homes…"
MsLunaRose30,@GabiRoo21 Then the parents have the nerve to blame teachers for their kids struggling when distance learning during the lockdowns were ALL dependent on the parents 😂
notHarper1,"RT @damccaig: How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  #abl…"
pankaj_anant,@IgnouZone @OfficialIGNOU @IgnouVc I have applied for MBA distance learning program and have paid 15800 as Fees+registration charges. But my admission got cancelled stating reason not eligible but there is no update about the fees that I paid. Have mailed but no revert
PGCEA_PR,"RT @NEAToday: Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…"
JCTAKY,"RT @NEAToday: Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…"
Lastkombo,"Russia: Ukraine, ▪️Until the end of the week (until October 14), all schools in Ukraine are transferred to distance learning, - Minister of Education S. Shkarlet...10-10-2022 https://t.co/A1aXQCdf85"
damccaig,"How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  #ableg @AthabascaU https://t.co/kqqpBQQPlq"
chanelnicole19,"learning to support from a distance, I’m not getting my feelings hurt no more."
JEmphatically,"""Scott and his executive team had recently met with the town about a proposal to establish a research centre for boreal forests and water in the university’s under-utilized Athabasca Research Centre,"" said Sir John Daniel, a world-renowned expert in distance learning."
